[utils.icon][WARNING] get_from_list for audio-flac failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-ecmascript failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-ecmascript failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-ecmascript failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-vnd.ms-word.template.macroenabled.12 failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-vnd.ms-word.template.macroenabled.12 failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-vnd.ms-word.template.macroenabled.12 failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-vnd.ms-word.template.macroenabled.12 failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-troff-man failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-troff-man failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-troff-man failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-troff-man failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-pkcs7-signature failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-pkcs7-signature failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-pkcs7-signature failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-pkcs7-signature failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-sharedlib failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-sharedlib failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-sharedlib failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-sharedlib failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-pem-file failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-pem-file failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-pem-file failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-pem-file failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-pkcs12 failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-pkcs12 failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-pkcs12 failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-pkcs12 failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-vnd.sun.xml.calc.template failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-vnd.sun.xml.calc.template failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-matroska failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-matroska failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-vnd.oasis.opendocument.text-master failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-vnd.oasis.opendocument.text-master failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-vnd.oasis.opendocument.text-master failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-vnd.oasis.opendocument.text-master failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-fictionbook+xml failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-fictionbook+xml failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-fictionbook+xml failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-fictionbook+xml failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-kontour failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-kontour failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-kontour failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-kontour failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-vnd.ms-access failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-vnd.ms-access failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-oda failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-oda failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-oda failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-oda failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-egon failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-egon failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-egon failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-egon failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-pkcs10+pem failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-pkcs10+pem failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-pkcs10+pem failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-pkcs10+pem failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-msx-rom failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-msx-rom failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-msx-rom failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-msx-rom failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-vnd.sun.xml.math failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-vnd.sun.xml.math failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-vnd.sun.xml.math failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-vnd.sun.xml.math failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-sv4crc failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-sv4crc failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-sv4crc failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-sv4crc failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-oleo failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-oleo failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-oleo failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-oleo failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-pkcs8+pem failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-pkcs8+pem failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-pkcs8+pem failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-pkcs8+pem failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-pkcs7-mime failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-pkcs7-mime failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-pkcs7-mime failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-pkcs7-mime failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-font-dos failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-font-dos failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-font-dos failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-font-dos failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-gedcom failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-gedcom failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-gedcom failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-gedcom failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-toutdoux failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-toutdoux failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-toutdoux failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-toutdoux failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-nes-rom failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-nes-rom failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-nes-rom failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-nes-rom failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-vnd.lotus-1-2-3 failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-vnd.lotus-1-2-3 failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-nintendo-ds-rom failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-nintendo-ds-rom failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-nintendo-ds-rom failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-nintendo-ds-rom failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-vnd.sun.xml.impress failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-vnd.sun.xml.impress failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-tex-gf failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-tex-gf failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-tex-gf failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-tex-gf failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-mbox failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-mbox failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-mbox failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-mbox failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-vnd.stardivision.calc failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-vnd.stardivision.calc failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-object failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-object failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-object failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-object failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-xspf+xml failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-xspf+xml failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-xspf+xml failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-xspf+xml failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-gnome-saved-search failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-gnome-saved-search failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-vnd.stardivision.draw failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-vnd.stardivision.draw failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-vnd.stardivision.draw failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-vnd.stardivision.draw failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-netcdf failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-netcdf failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-netcdf failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-netcdf failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-sqlite3 failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-sqlite3 failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-sqlite2 failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-sqlite2 failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-mozilla-bookmarks failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-mozilla-bookmarks failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-mozilla-bookmarks failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-mozilla-bookmarks failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-msi failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-msi failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-msi failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-msi failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-illustrator failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-illustrator failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-vnd.sun.xml.writer.global failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-vnd.sun.xml.writer.global failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-vnd.sun.xml.writer.global failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-vnd.sun.xml.writer.global failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-vnd.iccprofile failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-vnd.iccprofile failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-vnd.iccprofile failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-vnd.iccprofile failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-alz failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-alz failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-alz failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-alz failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-vnd.oasis.opendocument.spreadsheet-flat-xml failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-vnd.oasis.opendocument.spreadsheet-flat-xml failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-vnd.oasis.opendocument.spreadsheet-flat-xml failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-vnd.oasis.opendocument.spreadsheet-flat-xml failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-gtktalog failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-gtktalog failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-gtktalog failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-gtktalog failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-java-keystore failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-java-keystore failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-java-keystore failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-java-keystore failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-vnd.openxmlformats-officedocument.wordprocessingml.template failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-vnd.openxmlformats-officedocument.wordprocessingml.template failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-generic failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-xz-compressed-tar failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for application-x-xz-compressed-tar failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for gnome-mime-application-x-xz-compressed-tar failed, try next (icon.py:56)
[utils.icon][[1;33mWARNING[0m] get_from_list for gnome-mime-application-x-xz-compressed-tar failed, try next (icon.py:56)
[utils.icon][WARNING] get_from_list for application-x-generic failed, try next (icon.py:56)
